Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
2032,Georginio Rutter,fr FRA,"MF,FW",Brighton,eng Premier League,23-283,2002,15.2,2,30,11,36.7,1.98,0.73,0.07,0.18,0,0
2033,Mathew Ryan,au AUS,GK,Levante,es La Liga,33-295,1992,18.0,0,0,0,,0.00,0.00,,,0,0
2034,Julian Ryerson,no NOR,MF,Dortmund,de Bundesliga,28-072,1997,13.0,0,6,0,0.0,0.46,0.00,0.00,,0,0
2035,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,33-177,1992,19.0,0,0,0,,0.00,0.00,,,0,0
2036,Alexander Røssing-Lelesiit,no NOR,"FW,MF",Hamburger SV,de Bundesliga,19-008,2007,3.6,0,2,2,100.0,0.56,0.56,0.00,0.00,0,0
2037,José Sá,pt POR,GK,Wolves,eng Premier League,33-011,1993,11.0,0,0,0,,0.00,0.00,,,0,0
2038,Elias Saad,tn TUN,"MF,FW",Augsburg,de Bundesliga,26-032,1999,5.5,0,6,3,50.0,01.09,0.54,0.00,0.00,0,0
2039,Stefano Sabelli,it ITA,"DF,MF",Genoa,it Serie A,33-015,1993,3.8,0,2,0,0.0,0.52,0.00,0.00,,0,0
2040,Abdelhamid Sabiri,ma MAR,MF,Fiorentina,it Serie A,29-061,1996,0.3,0,1,0,0.0,3.33,0.00,0.00,,0,0
2041,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,31-317,1994,10.3,1,13,3,23.1,1.27,0.29,0.08,0.33,0,0
2042,Noah Sadiki,cd COD,MF,Sunderland,eng Premier League,21-042,2004,17.7,0,7,1,14.3,0.40,0.06,0.00,0.00,0,0
2043,Umar Sadiq,ng NGA,FW,Valencia,es La Liga,28-360,1997,0.9,0,3,1,33.3,3.25,01.08,0.00,0.00,0,0
2044,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,28-360,1997,1.7,0,4,0,0.0,2.35,0.00,0.00,,0,0
2045,Alexis Saelemaekers,be BEL,MF,Milan,it Serie A,26-215,1999,20.4,2,30,6,20.0,1.47,0.29,0.07,0.33,0,0
2046,Matvei Safonov,ru RUS,GK,Paris Saint-Germain,fr Ligue 1,26-337,1999,2.0,0,0,0,,0.00,0.00,,,0,0
2047,Emir Sahiti,xk KVX,FW,Hamburger SV,de Bundesliga,27-060,1998,1.3,0,0,0,,0.00,0.00,,,0,0
2048,Osame Sahraoui,ma MAR,MF,Lille,fr Ligue 1,24-231,2001,5.1,1,11,4,36.4,2.14,0.78,0.09,0.25,0,0
2049,Wesley Saïd,fr FRA,MF,Lens,fr Ligue 1,30-284,1995,14.6,8,34,18,52.9,2.32,1.23,0.21,0.39,1,1
2050,Bukayo Saka,eng ENG,"FW,MF",Arsenal,eng Premier League,24-145,2001,17.2,4,50,21,42.0,2.91,1.22,0.06,0.14,1,1
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
2051,Mathis Saka,fr FRA,FW,Toulouse,fr Ligue 1,19-130,2006,0.1,0,0,0,,0.00,0.00,,,0,0
2052,Álex Sala,es ESP,MF,Lecce,it Serie A,24-294,2001,1.6,0,4,2,50.0,2.57,1.29,0.00,0.00,0,0
2053,Ibrahim Salah,ma MAR,FW,Rennes,fr Ligue 1,24-151,2001,0.4,0,1,0,0.0,2.57,0.00,0.00,,0,0
2054,Mohamed Salah,eg EGY,"MF,FW",Liverpool,eng Premier League,33-227,1992,14.1,4,38,13,34.2,2.69,0.92,0.08,0.23,1,1
2055,Jan Salas,es ESP,MF,Mallorca,es La Liga,20-171,2005,0.2,0,0,0,,0.00,0.00,,,0,0
2056,Kike Salas,es ESP,DF,Sevilla,es La Liga,23-280,2002,8.5,0,6,4,66.7,0.71,0.47,0.00,0.00,0,0
2057,Manolis Saliakas,gr GRE,MF,St Pauli,de Bundesliga,29-138,1996,6.0,0,7,2,28.6,1.17,0.34,0.00,0.00,0,0
2058,William Saliba,fr FRA,DF,Arsenal,eng Premier League,24-310,2001,17.0,0,3,0,0.0,0.18,0.00,0.00,,0,0
2059,José Salinas,es ESP,DF,Espanyol,es La Liga,25-120,2000,1.6,0,0,0,,0.00,0.00,,,0,0
2060,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,26-286,1999,12.0,1,8,2,25.0,0.67,0.17,0.13,0.50,0,0
2061,Lazar Samardzic,rs SRB,MF,Atalanta,it Serie A,23-338,2002,6.5,1,11,3,27.3,1.70,0.46,0.09,0.33,0,0
2062,Mbwana Samatta,tz TAN,FW,Le Havre,fr Ligue 1,33-036,1992,8.9,0,21,7,33.3,2.36,0.79,0.00,0.00,0,0
2063,Mama Samba Baldé,gw GNB,"FW,MF",Brest,fr Ligue 1,30-083,1995,7.1,2,27,5,18.5,3.83,0.71,0.07,0.40,0,0
2064,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,31-278,1994,19.0,0,0,0,,0.00,0.00,,,0,0
2065,Albert Sambi Lokonga,be BEL,MF,Hamburger SV,de Bundesliga,26-098,1999,10.3,4,13,7,53.8,1.27,0.68,0.31,0.57,0,0
2066,Antonio Sanabria,py PAR,FW,Cremonese,it Serie A,29-330,1996,6.3,1,8,4,50.0,1.27,0.63,0.13,0.25,0,0
2067,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,25-278,2000,11.7,1,27,7,25.9,2.31,0.60,0.00,0.00,1,1
2068,Álex Sánchez,es ESP,FW,Elche,es La Liga,19-329,2006,0.1,0,0,0,,0.00,0.00,,,0,0
2069,Alexis Sánchez,cl CHI,"FW,MF",Sevilla,es La Liga,37-040,1988,8.2,2,13,5,38.5,1.59,0.61,0.08,0.20,1,1
2070,Antonio Sánchez,es ESP,MF,Mallorca,es La Liga,29-027,1997,7.8,0,3,1,33.3,0.38,0.13,0.00,0.00,0,0
2071,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,es La Liga,22-166,2003,13.4,0,9,1,11.1,0.67,0.07,0.00,0.00,0,0
2072,Borja Sánchez Laborde,es ESP,MF,Oviedo,es La Liga,29-336,1996,0.2,0,0,0,,0.00,0.00,,,0,0
2073,Manu Sánchez,es ESP,DF,Levante,es La Liga,25-157,2000,16.5,1,8,2,25.0,0.49,0.12,0.13,0.50,0,0
2074,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,28-071,1997,21.0,0,0,0,,0.00,0.00,,,0,0
2075,Selton Sánchez,es ESP,MF,Athletic Club,es La Liga,18-342,2007,1.5,0,4,1,25.0,2.75,0.69,0.00,0.00,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
2076,Jadon Sancho,eng ENG,MF,Aston Villa,eng Premier League,25-309,2000,4.1,0,6,3,50.0,1.46,0.73,0.00,0.00,0,0
2077,Álex Sancris,es ESP,"MF,FW",Getafe,es La Liga,29-010,1997,7.0,0,11,4,36.4,1.57,0.57,0.00,0.00,0,0
2078,Philipp Sander,de GER,"DF,MF",Gladbach,de Bundesliga,27-341,1998,13.0,1,13,5,38.5,1.00,0.39,0.08,0.20,0,0
2079,James Sands,us USA,MF,St Pauli,de Bundesliga,25-206,2000,16.7,1,10,4,40.0,0.60,0.24,0.10,0.25,0,0
2080,Ibou Sané,sn SEN,"FW,MF",Metz,fr Ligue 1,20-306,2005,6.0,1,6,3,50.0,1.00,0.50,0.17,0.33,0,0
2081,Sadibou Sané,sn SEN,DF,Metz,fr Ligue 1,21-232,2004,7.6,2,3,2,66.7,0.40,0.26,0.67,1.00,0,0
2082,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,23-291,2002,16.6,1,4,3,75.0,0.24,0.18,0.25,0.33,0,0
2083,Ibrahim Sangaré,ci CIV,MF,Nottingham Forest,eng Premier League,28-057,1997,11.6,2,10,3,30.0,0.86,0.26,0.20,0.67,0,0
2084,Mamadou Sangare,ml MLI,MF,Lens,fr Ligue 1,23-216,2002,15.0,1,24,7,29.2,1.60,0.47,0.04,0.14,0,0
2085,Nhoa Sangui,fr FRA,DF,Paris FC,fr Ligue 1,19-335,2006,7.1,0,1,0,0.0,0.14,0.00,0.00,,0,0
2086,Maroan Sannadi,ma MAR,FW,Athletic Club,es La Liga,24-361,2001,2.9,1,7,4,57.1,2.43,1.39,0.14,0.25,0,0
2087,Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,25-029,2000,19.0,1,11,2,18.2,0.58,0.11,0.09,0.50,0,0
2088,Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,31-163,1994,7.2,0,7,2,28.6,0.98,0.28,0.00,0.00,0,0
2089,Baptiste Santamaria,fr FRA,MF,Valencia,es La Liga,30-325,1995,8.1,1,6,2,33.3,0.74,0.25,0.17,0.50,0,0
2090,Yago Santiago,es ESP,MF,Elche,es La Liga,22-288,2003,3.0,0,2,0,0.0,0.67,0.00,0.00,,0,0
2091,Yellu Santiago,es ESP,MF,Hellas Verona,it Serie A,21-248,2004,0.1,0,2,1,50.0,30.00,15.00,0.00,0.00,0,0
2092,Andrey Santos,br BRA,MF,Chelsea,eng Premier League,21-270,2004,7.2,0,8,1,12.5,1.12,0.14,0.00,0.00,0,0
2093,Kauã Santos,br BRA,GK,Eintracht Frankfurt,de Bundesliga,22-292,2003,8.0,0,0,0,,0.00,0.00,,,0,0
2094,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,23-189,2002,3.2,0,1,0,0.0,0.31,0.00,0.00,,0,0
2095,Alejo Sarco,ar ARG,FW,Gladbach,de Bundesliga,20-022,2006,0.3,0,1,0,0.0,3.46,0.00,0.00,,0,0
2096,Alejo Sarco,ar ARG,FW,Leverkusen,de Bundesliga,20-022,2006,0.8,0,2,0,0.0,2.43,0.00,0.00,,0,0
2097,Jeremy Sarmiento,ec ECU,MF,Cremonese,it Serie A,23-226,2002,1.6,0,2,2,100.0,1.27,1.27,0.00,0.00,0,0
2098,Amin Sarr,se SWE,"FW,MF",Hellas Verona,it Serie A,24-323,2001,8.3,0,12,3,25.0,1.44,0.36,0.00,0.00,0,0
2099,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,eng Premier League,27-337,1998,12.2,3,20,7,35.0,1.64,0.57,0.15,0.43,0,0
2100,Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,27-005,1999,18.0,0,10,2,20.0,0.56,0.11,0.00,0.00,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
2101,Mamadou Sarr,sn SEN,DF,Strasbourg,fr Ligue 1,20-152,2005,13.5,0,1,0,0.0,0.07,0.00,0.00,,0,0
2102,Martin Satriano,uy URU,FW,Getafe,es La Liga,24-342,2001,2.0,0,4,1,25.0,2.00,0.50,0.00,0.00,0,0
2103,Martin Satriano,uy URU,FW,Lyon,fr Ligue 1,24-342,2001,7.7,2,16,7,43.8,02.08,0.91,0.13,0.29,0,0
2104,Mario Sauer,sk SVK,MF,Toulouse,fr Ligue 1,21-258,2004,5.6,0,8,1,12.5,1.42,0.18,0.00,0.00,0,0
2105,Razvan Sava,ro ROU,GK,Udinese,it Serie A,23-221,2002,6.9,0,0,0,,0.00,0.00,,,0,0
2106,Sávio,br BRA,MF,Manchester City,eng Premier League,21-293,2004,6.0,0,12,7,58.3,2.00,1.16,0.00,0.00,0,0
2107,Nicolò Savona,it ITA,DF,Nottingham Forest,eng Premier League,22-315,2003,11.4,2,5,3,60.0,0.44,0.26,0.40,0.67,0,0
2108,Joe Scally,us USA,"DF,MF",Gladbach,de Bundesliga,23-028,2002,15.9,1,11,7,63.6,0.69,0.44,0.09,0.14,0,0
2109,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,22-048,2003,7.1,2,7,3,42.9,0.99,0.42,0.29,0.67,0,0
2110,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,27-027,1999,10.0,6,39,14,35.9,3.88,1.39,0.10,0.29,2,2
2111,Oliver Scarles,eng ENG,"DF,MF",West Ham United,eng Premier League,20-047,2005,6.9,0,3,0,0.0,0.43,0.00,0.00,,0,0
2112,Dane Scarlett,eng ENG,FW,Tottenham Hotspur,eng Premier League,21-310,2004,0.1,0,0,0,,0.00,0.00,,,0,0
2113,Kevin Schade,de GER,"MF,FW",Brentford,eng Premier League,24-062,2001,20.2,6,40,20,50.0,1.98,0.99,0.15,0.30,0,1
2114,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,26-290,1999,7.5,1,14,3,21.4,1.87,0.40,0.07,0.33,0,0
2115,Fabian Schär,ch SUI,DF,Newcastle United,eng Premier League,34-039,1991,12.1,0,17,4,23.5,1.40,0.33,0.00,0.00,0,0
2116,Fynn Schenten,de GER,FW,Köln,de Bundesliga,18-136,2007,1.0,0,1,0,0.0,01.01,0.00,0.00,,0,0
2117,Derry Scherhant,de GER,MF,Freiburg,de Bundesliga,23-079,2002,6.1,4,21,8,38.1,3.42,1.30,0.19,0.50,0,0
2118,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,30-004,1996,11.4,6,29,11,37.9,2.53,0.96,0.14,0.36,2,2
2119,Stefan Schimmer,de GER,FW,Heidenheim,de Bundesliga,31-275,1994,5.3,5,24,9,37.5,4.56,1.71,0.21,0.56,0,0
2120,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,28-122,1997,10.8,2,13,5,38.5,1.21,0.46,0.15,0.40,0,0
2121,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,28-275,1997,13.4,0,10,2,20.0,0.75,0.15,0.00,0.00,0,0
2122,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,26-058,1999,15.0,3,18,6,33.3,1.20,0.40,0.17,0.50,0,0
2123,Romano Schmid,at AUT,"MF,FW",Werder Bremen,de Bundesliga,26-001,2000,18.5,2,30,10,33.3,1.62,0.54,0.00,0.00,2,3
2124,Isaac Schmidt,ch SUI,MF,Werder Bremen,de Bundesliga,26-052,1999,4.7,1,2,1,50.0,0.42,0.21,0.50,1.00,0,0
2125,Joël Schmied,ch SUI,DF,Köln,de Bundesliga,27-127,1998,8.8,0,4,0,0.0,0.45,0.00,0.00,,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
2126,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,26-230,1999,14.6,1,14,4,28.6,0.96,0.27,0.07,0.25,0,0
2127,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,30-278,1995,19.0,0,0,0,,0.00,0.00,,,0,0
2128,Léo Scienza,br BRA,MF,Heidenheim,de Bundesliga,27-137,1998,2.0,1,4,1,25.0,2.00,0.50,0.25,1.00,0,0
2129,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,22-160,2003,17.7,1,24,5,20.8,1.36,0.28,0.04,0.20,0,0
2130,Simone Scuffet,it ITA,GK,Pisa,it Serie A,29-242,1996,5.0,0,0,0,,0.00,0.00,,,0,0
2131,Sebastian Sebulonsen,no NOR,"DF,MF",Köln,de Bundesliga,26-001,2000,17.0,0,22,3,13.6,1.29,0.18,0.00,0.00,0,0
2132,Jenson Seelt,nl NED,DF,Sunderland,eng Premier League,22-250,2003,1.5,0,0,0,,0.00,0.00,,,0,0
2133,Jenson Seelt,nl NED,DF,Wolfsburg,de Bundesliga,22-250,2003,7.6,0,2,0,0.0,0.26,0.00,0.00,,0,0
2134,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,25-238,2000,8.0,0,4,1,25.0,0.50,0.13,0.00,0.00,0,0
2135,Nicolas Seiwald,at AUT,MF,RB Leipzig,de Bundesliga,24-269,2001,17.7,0,11,3,27.3,0.62,0.17,0.00,0.00,0,0
2136,Ayumu Seko,jp JPN,"MF,DF",Le Havre,fr Ligue 1,25-235,2000,18.2,0,12,4,33.3,0.66,0.22,0.00,0.00,0,0
2137,Matz Sels,be BEL,GK,Nottingham Forest,eng Premier League,33-336,1992,18.1,0,0,0,,0.00,0.00,,,0,0
2138,Antoine Semenyo,gh GHA,MF,Bournemouth,eng Premier League,26-021,2000,20.0,10,49,27,55.1,2.45,1.35,0.18,0.33,1,2
2139,Antoine Semenyo,gh GHA,MF,Manchester City,eng Premier League,26-021,2000,2.0,1,4,2,50.0,2.00,1.00,0.25,0.50,0,0
2140,Adrian Šemper,hr CRO,GK,Pisa,it Serie A,28-016,1998,17.0,0,0,0,,0.00,0.00,,,0,0
2141,Marvin Senaya,tg TOG,"DF,MF",Auxerre,fr Ligue 1,25-000,2001,14.4,0,11,3,27.3,0.77,0.21,0.00,0.00,0,0
2142,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,28-263,1997,21.5,0,9,3,33.3,0.42,0.14,0.00,0.00,0,0
2143,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,28-292,1997,11.3,2,18,7,38.9,1.59,0.62,0.11,0.29,0,0
2144,Nicolás Serrano,es ESP,MF,Athletic Club,es La Liga,22-329,2003,2.0,0,7,0,0.0,3.52,0.00,0.00,,0,0
2145,Benjamin Šeško,si SVN,FW,Manchester Utd,eng Premier League,22-242,2003,11.7,4,38,19,50.0,3.24,1.62,0.11,0.21,0,0
2146,Ryan Sessegnon,eng ENG,"DF,MF",Fulham,eng Premier League,25-255,2000,13.6,2,9,3,33.3,0.66,0.22,0.22,0.67,0,0
2147,Stephan El Shaarawy,it ITA,"MF,FW",Roma,it Serie A,33-093,1992,4.3,0,13,5,38.5,03.01,1.16,0.00,0.00,0,0
2148,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,30-200,1995,22.2,0,1,0,0.0,0.05,0.00,0.00,,0,0
2149,Kento Shiogai,jp JPN,FW,Wolfsburg,de Bundesliga,20-308,2005,0.1,0,0,0,,0.00,0.00,,,0,0
2150,Kwasi Sibo,gh GHA,MF,Oviedo,es La Liga,27-218,1998,8.0,0,6,2,33.3,0.75,0.25,0.00,0.00,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
2151,Djibril Sidibé,fr FRA,"MF,DF",Toulouse,fr Ligue 1,33-183,1992,14.1,2,5,3,60.0,0.35,0.21,0.20,0.33,1,2
2152,Armindo Sieb,de GER,FW,Mainz 05,de Bundesliga,22-345,2003,4.9,2,14,6,42.9,2.86,1.23,0.14,0.33,0,0
2153,Jamil Siebert,de GER,DF,Lecce,it Serie A,23-301,2002,4.9,0,3,1,33.3,0.62,0.21,0.00,0.00,0,0
2154,Francisco Sierralta,cl CHI,DF,Auxerre,fr Ligue 1,28-267,1997,9.6,1,7,2,28.6,0.73,0.21,0.14,0.50,0,0
2155,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,25-325,2000,10.2,0,5,3,60.0,0.49,0.30,0.00,0.00,0,0
2156,André Silva,pt POR,FW,Elche,es La Liga,30-083,1995,8.8,4,22,8,36.4,2.50,0.91,0.18,0.50,0,0
2157,Bernardo Silva,pt POR,MF,Manchester City,eng Premier League,31-171,1994,18.5,0,9,1,11.1,0.49,0.05,0.00,0.00,0,0
2158,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,28-181,1997,13.6,0,2,0,0.0,0.15,0.00,0.00,,0,0
2159,Fábio Silva,pt POR,"MF,FW",Dortmund,de Bundesliga,23-193,2002,4.3,0,10,2,20.0,2.34,0.47,0.00,0.00,0,0
2160,Jota Silva,pt POR,FW,Nottingham Forest,eng Premier League,26-180,1999,0.1,0,0,0,,0.00,0.00,,,0,0
2161,Marco Silvestri,it ITA,GK,Cremonese,it Serie A,34-332,1991,4.0,0,0,0,,0.00,0.00,,,0,0
2162,Abdallah Sima,sn SEN,MF,Lens,fr Ligue 1,24-225,2001,2.5,1,6,3,50.0,2.41,1.21,0.17,0.33,0,0
2163,Giovanni Simeone,ar ARG,FW,Torino,it Serie A,30-207,1995,11.9,5,42,18,42.9,3.52,1.51,0.12,0.28,0,0
2164,Giuliano Simeone,ar ARG,MF,Atlético Madrid,es La Liga,23-041,2002,16.7,2,30,9,30.0,1.80,0.54,0.07,0.22,0,0
2165,Moses Simon,ng NGA,"MF,FW",Paris FC,fr Ligue 1,30-200,1995,12.7,3,23,6,26.1,1.81,0.47,0.13,0.50,0,0
2166,Unai Simón,es ESP,GK,Athletic Club,es La Liga,28-231,1997,21.0,0,0,0,,0.00,0.00,,,0,0
2167,Xavi Simons,nl NED,"MF,FW",Tottenham Hotspur,eng Premier League,22-282,2003,12.3,1,21,5,23.8,1.71,0.41,0.05,0.20,0,0
2168,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,22-282,2003,1.0,0,0,0,,0.00,0.00,,,0,0
2169,Jahmai Simpson-Pusey,eng ENG,DF,Köln,de Bundesliga,20-085,2005,3.0,0,3,2,66.7,1.00,0.67,0.00,0.00,0,0
2170,Danel Sinani,lu LUX,"MF,FW",St Pauli,de Bundesliga,28-298,1997,10.8,2,26,7,26.9,2.40,0.65,0.04,0.14,1,1
2171,Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,fr Ligue 1,26-051,1999,17.0,6,42,19,45.2,2.48,1.12,0.07,0.16,3,4
2172,Ibrahima Sissoko,ml MLI,"MF,DF",Nantes,fr Ligue 1,28-093,1997,1.8,0,3,0,0.0,1.68,0.00,0.00,,0,0
2173,Antonio Sivera,es ESP,GK,Alavés,es La Liga,29-170,1996,21.0,0,0,0,,0.00,0.00,,,0,0
2174,Telli Siwe,fr FRA,DF,Auxerre,fr Ligue 1,21-045,2004,2.5,0,1,0,0.0,0.40,0.00,0.00,,0,0
2175,Tim Skarke,de GER,MF,Union Berlin,de Bundesliga,29-143,1996,4.0,1,10,5,50.0,2.51,1.25,0.10,0.20,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
2176,Ellyes Skhiri,tn TUN,MF,Eintracht Frankfurt,de Bundesliga,30-263,1995,9.5,0,5,0,0.0,0.53,0.00,0.00,,0,0
2177,Leo Skiri Østigård,no NOR,DF,Genoa,it Serie A,26-061,1999,15.1,4,15,8,53.3,0.99,0.53,0.27,0.50,0,0
2178,Laurs Skjellerup,dk DEN,MF,Sassuolo,it Serie A,23-169,2002,0.1,0,1,0,0.0,9.00,0.00,0.00,,0,0
2179,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,34-268,1991,9.7,0,0,0,,0.00,0.00,,,0,0
2180,Andreas Skov Olsen,dk DEN,MF,Wolfsburg,de Bundesliga,26-030,1999,4.0,1,7,2,28.6,1.74,0.50,0.14,0.50,0,0
2181,Robert Skov,dk DEN,"DF,MF",Union Berlin,de Bundesliga,29-253,1996,2.4,0,1,0,0.0,0.41,0.00,0.00,,0,0
2182,Tobias Slotsager,dk DEN,DF,Hellas Verona,it Serie A,20-027,2006,2.5,0,1,0,0.0,0.40,0.00,0.00,,0,0
2183,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,34-274,1991,7.0,0,0,0,,0.00,0.00,,,0,0
2184,Eric Smith,se SWE,"DF,MF",St Pauli,de Bundesliga,29-020,1997,17.5,2,9,5,55.6,0.51,0.29,0.22,0.40,0,0
2185,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,25-184,2000,11.8,3,21,6,28.6,1.79,0.51,0.14,0.50,0,0
2186,Ivan Smolčić,hr CRO,DF,Como,it Serie A,25-164,2000,10.0,0,6,2,33.3,0.60,0.20,0.00,0.00,0,0
2187,Simon Sohm,ch SUI,MF,Bologna,it Serie A,24-292,2001,0.2,0,0,0,,0.00,0.00,,,0,0
2188,Simon Sohm,ch SUI,MF,Fiorentina,it Serie A,24-292,2001,7.9,0,5,0,0.0,0.64,0.00,0.00,,0,0
2189,Alex Sola,es ESP,"DF,MF",Getafe,es La Liga,26-233,1999,0.1,0,0,0,,0.00,0.00,,,0,0
2190,Dominic Solanke,eng ENG,FW,Tottenham Hotspur,eng Premier League,28-136,1997,1.7,0,4,2,50.0,2.37,1.18,0.00,0.00,0,0
2191,Carlos Soler,es ESP,MF,Real Sociedad,es La Liga,29-026,1997,11.4,2,20,12,60.0,1.75,01.05,0.10,0.17,0,0
2192,Julio Soler,ar ARG,DF,Bournemouth,eng Premier League,20-346,2005,0.4,0,0,0,,0.00,0.00,,,0,0
2193,Oumar Solet,fr FRA,DF,Udinese,it Serie A,25-355,2000,20.8,1,21,2,9.5,01.01,0.10,0.05,0.50,0,0
2194,Jhon Solis,co COL,MF,Girona,es La Liga,21-117,2004,4.2,0,3,2,66.7,0.71,0.47,0.00,0.00,0,0
2195,Manor Solomon,il ISR,FW,Fiorentina,it Serie A,26-188,1999,1.7,0,2,0,0.0,1.15,0.00,0.00,,0,0
2196,Manor Solomon,il ISR,MF,Villarreal,es La Liga,26-188,1999,1.7,1,2,1,50.0,1.20,0.60,0.50,1.00,0,0
2197,Hugo Solozabal,es ESP,MF,Getafe,es La Liga,22-355,2003,0.1,0,0,0,,0.00,0.00,,,0,0
2198,Daniele Sommariva,it ITA,GK,Genoa,it Serie A,28-194,1997,2.0,0,0,0,,0.00,0.00,,,0,0
2199,Yann Sommer,ch SUI,GK,Inter,it Serie A,37-042,1988,20.0,0,0,0,,0.00,0.00,,,0,0
2200,Oliver Sonne,pe PER,DF,Burnley,eng Premier League,25-079,2000,1.9,1,3,1,33.3,1.60,0.53,0.33,1.00,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK,PKatt
2201,David Soria,es ESP,GK,Getafe,es La Liga,32-299,1993,21.0,0,0,0,,0.00,0.00,,,0,0
2202,Borna Sosa,hr CRO,"DF,MF",Crystal Palace,eng Premier League,28-007,1998,0.6,0,0,0,,0.00,0.00,,,0,0
2203,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,22-040,2003,10.1,0,2,1,50.0,0.20,0.10,0.00,0.00,0,0
2204,Florian Sotoca,fr FRA,"FW,MF",Lens,fr Ligue 1,35-095,1990,1.2,0,2,0,0.0,1.70,0.00,0.00,,0,0
2205,Riccardo Sottil,it ITA,"FW,MF",Lecce,it Serie A,26-239,1999,8.4,1,13,3,23.1,1.54,0.36,0.08,0.33,0,0
2206,Tomáš Souček,cz CZE,MF,West Ham United,eng Premier League,30-335,1995,10.1,2,13,8,61.5,1.29,0.79,0.15,0.25,0,0
2207,Matìas Soulé,ar ARG,"MF,FW",Roma,it Serie A,22-288,2003,16.3,6,38,14,36.8,2.33,0.86,0.16,0.43,0,0
2208,Aboubaka Soumahoro,fr FRA,"MF,DF",Hamburger SV,de Bundesliga,20-358,2005,1.5,0,0,0,,0.00,0.00,,,0,0
2209,Sambou Soumano,sn SEN,FW,Lorient,fr Ligue 1,25-025,2001,8.2,4,26,10,38.5,3.16,1.22,0.15,0.40,0,1
2210,Issa Soumaré,sn SEN,"FW,MF",Le Havre,fr Ligue 1,25-110,2000,17.8,3,43,13,30.2,2.42,0.73,0.05,0.15,1,3
2211,Vinicius Souza,br BRA,MF,Wolfsburg,de Bundesliga,26-225,1999,9.6,0,3,1,33.3,0.31,0.10,0.00,0.00,0,0
2212,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,28-356,1997,13.4,2,12,4,33.3,0.90,0.30,0.17,0.50,0,0
